## There are #18 experiments in this file			
## 001 -- alpha_factor_release_sample013			
## 002 -- alpha_factor_release_sample014			
## 003 -- alpha_factor_release_sample015			
ID	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015
yhr126c	0.2	0.24	0.33
yjr024c	0.08	-0.12	0.19
yhr127w	-0.94	0.36	-0.47
yhr128w	0.47	0.24	0.02
yhr129c	-0.19	-0.64	-0.04
yhl032c	0.27	0.15	0.24
yhr130c	0.32	0.01	0.27
yhr131c	0.63	0.41	0.36
yhr132c	0.32	0.09	0.23
yhr133c	-0.01	-0.68	-0.36
yhr134w	0.22	-0.45	-0.07
yjr025c	0.54	0.59	0.81
yhr135c	-0.17	-0.73	-0.47
yhr136c	-0.57	-0.31	-0.16
yhr137w	-0.88	-0.91	0.92
yhr138c	0.69	0.68	0.77
yhr139c	-0.27	-0.66	-0.45
yhr140w	-0.07	-0.29	0.09
yhr141c	0	0.42	-0.35
yhr142w	0.65	0.11	0.45
yhr143w	-0.34	-1.21	-1.4
yhr144c	-0.12	0.35	-0.35
yhl031c	-0.06	-0.2	-0.2
yhr146w	-0.8	-0.38	-1.43
yhr147c	0.03	0.16	0.26
yhr148w	-0.23	-0.64	-0.75
yhr149c	-0.85	-0.65	0.9
yhr150w	-0.51	-0.14	-0.66
yhr151c	-0.39	-0.79	-0.34
yhl030w	-0.29	-0.09	0.02
yhr152w	0.74	NA	-0.19
yhr153c	-0.12	-0.12	0.82
yhr154w	0.05	1.05	-0.33
yhr155w	0.3	-0.32	0.16
yhr156c	0.14	-1.2	-0.23
yhr157w	0.3	-0.17	0.28
yhr158c	-0.13	-0.51	-0.1
yhr159w	-0.38	-0.1	0.69
yhr160c	-0.14	-0.16	0.59
yjl206c	0.22	0.05	0.18
yhr161c	0.19	0.34	0.79
yhr162w	0.15	0.52	0.74
yhr163w	0.22	0.14	0.59
yhr164c	-0.21	-0.04	-0.6
yhr165c	-0.22	0.03	-0.72
yhr166c	-0.53	-0.4	-0.29
yhr167w	-0.68	-0.62	-0.13
yhr168w	-0.7	-0.78	-0.77
yhr169w	-0.16	-0.74	-1.26
yhr170w	-0.12	-0.3	-0.97
yhr171w	-0.69	0.6	-0.2
yhr172w	NA	-0.53	-0.53
yhr173c	-1.49	-0.89	NA
yhr174w	0.17	0.47	0.35
yhr175w	-0.18	0.77	-0.12
yhr176w	-0.09	-1.65	-0.02
yhr177w	0.15	-0.36	0.3
yhl029c	-0.15	-0.31	-0.67
yhr178w	-0.48	NA	-0.42
yhr179w	0.18	-0.2	0.31
yhr180w	0.05	0.06	0.29
yhr181w	-0.01	-0.14	-0.2
yhr182w	-0.35	-0.21	-0.29
yhr183w	0.4	-0.01	0.21
yhr184w	0.32	-0.16	0.28
yhr185c	0.36	0.23	0.14
yhr186c	-0.1	-0.28	0.22
yhr187w	0.05	-0.46	-0.2
yhr188c	-0.23	0.1	0.13
yjr030c	-0.1	-0.2	1.05
yhr189w	-0.3	-0.23	-0.29
yhr190w	-0.52	-0.03	-0.06
yhr191c	-0.31	0.65	-0.13
yhr192w	-0.54	-0.21	-0.35
yhl028w	-1.37	NA	-1.57
yhr193c	0.22	0.1	-0.09
yhr194w	-0.63	0.38	-0.26
yhr195w	0.54	0.96	-0.08
yhr196w	-0.2	-0.91	-0.78
yhr197w	0.01	-0.31	-1.01
yjr031c	-0.6	-0.39	-0.67
yhr198c	-0.46	0.07	-0.22
yhr199c	-0.34	0.24	-0.21
yhr200w	-0.17	-0.22	-0.18
yhr201c	0.26	-0.24	-0.37
yhr202w	0.04	0.24	0.19
yhr203c	0.23	-0.1	0.01
yhr204w	0.3	-0.01	0.21
yhr205w	0.28	-0.29	-0.24
yhl027w	0.11	0.06	-0.47
yhr206w	0.06	-0.99	-0.55
yjr032w	-0.17	-0.1	-0.25
yhr207c	0.38	-0.25	-0.03
yhr208w	0.57	0.14	0.28
yhr209w	0.79	0.71	0.58
yhr210c	0.02	-0.4	-0.27
yhr211w	0.24	0.25	-0.09
yhl026c	-0.17	-0.69	-0.37
yjr033c	0.52	0.16	0.55
yhl025w	-0.29	1.04	-0.57
yhr216w	-0.34	-0.07	-0.6
yhl024w	0.36	-0.03	0.26
yhl022c	-0.13	-0.08	-0.23
yjr034w	0.15	-0.21	-0.26
yhl021c	0.58	1.52	1.61
yhl020c	-0.01	0.16	0.21
yhl019c	0.13	-0.71	0.12
yhl018w	0.26	-0.39	0.1
yhl017w	0.12	-0.86	-0.29
yhl016c	0.02	-0.29	0.09
yhl015w	0.49	-0.34	0.23
yhl014c	0.06	-0.47	0.07
yhl013c	-0.04	-1.11	-0.18
yjr035w	-0.37	0.09	-0.46
yhl012w	0.11	-0.65	-0.02
yhl011c	0.6	0.18	-0.35
yhl010c	0.19	-0.01	0.32
yhl047c	0.3	-0.07	0.25
yhl009c	0.1	0.13	-0.25
yhl008c	0.22	0.11	0.47
yhl007c	0.04	-0.15	-0.3
yhl006c	0.12	-0.25	0.35
yhl004w	0.01	-0.32	0.15
yjr036c	-0.48	0.98	-0.58
yil131c	-0.47	-0.77	-0.54
yil130w	-0.75	-0.81	-0.59
yil129c	-0.72	-1.25	-0.35
yil128w	-0.05	-0.48	-0.17
yil127c	0.02	-1.07	-0.34
yil126w	-0.98	-1.39	-0.42
yil125w	-0.38	0.82	-0.56
yil124w	-0.29	0.66	0.31
yil123w	-1.05	-0.98	-1.03
yil122w	0.3	0.05	-0.75
yil121w	0.44	0.17	0.56
yil120w	-0.05	-0.28	-0.17
yil119c	-0.65	0.31	-1.65
yil118w	0.23	0.23	-0.84
yil117c	NA	1.3	0.07
yil116w	0.16	0.49	0.51
yil115c	-0.23	-0.48	0
yil114c	0.21	0.29	-0.14
yil113w	0.31	0.6	0.52
yjr037w	-0.53	0.12	-0.32
yil112w	-0.01	-0.37	-0.23
yil111w	0.07	0.46	0.71
yil110w	0.17	-0.78	-0.37
yil109c	0.01	-0.33	0.18
yil108w	0.53	2.23	0.72
yil107c	-0.19	-0.14	0.62
yil106w	-0.42	NA	-0.87
yil105c	-0.24	-0.43	-0.22
yil104c	-0.27	-1.17	-0.97
yjr038c	1.17	-0.08	-0.35
yil103w	-0.16	-1.05	-0.25
yil101c	-0.02	0.25	0.08
yil100w	-0.25	0.1	-0.37
yil099w	0.35	0.08	-0.14
yil098c	0.03	0.44	-0.17
yil097w	0	-0.33	0.11
yil096c	0.06	-0.71	-1.31
yil095w	-0.21	-0.18	0
yil094c	-0.34	0.2	-0.64
yjr039w	-0.45	0.46	-0.8
yil093c	-0.2	-0.11	-0.58
yil092w	-0.37	-0.62	-0.93
yil091c	-0.12	-0.74	-0.71
yil090w	-0.36	-0.43	-0.67
yil171w	0.79	0.43	0.72
yil089w	NA	-0.18	0.49
yil088c	-0.02	-0.38	0.3
yil087c	0.16	-0.21	0.24
yjl204c	-0.04	-0.95	-0.45
yil085c	0.13	-0.45	0
yil084c	0.18	-0.61	-0.02
yil083c	0.96	-0.05	0.24
yil079c	NA	2.12	1.48
yil078w	0.38	-0.23	0.03
yil077c	0.03	-0.33	-0.14
yil076w	0.09	0.58	0.1
yjr040w	-0.01	-0.15	-0.18
yil075c	0	0.1	-0.1
yil073c	-0.54	-0.57	-1.75
yil072w	-0.22	0.09	0.15
yil070c	-0.58	-0.24	0.17
yil169c	0.64	0.21	-0.42
yil069c	-0.36	0.16	-0.62
yil068c	-0.27	-0.38	-0.19
yil067c	0.09	0.03	-0.33
yjr041c	0.36	-0.37	-0.32
yil066c	-1.24	-0.15	1.07
yil065c	-0.73	0.24	-0.74
yil064w	0.22	-0.08	-0.1
yil063c	-0.26	-0.46	-0.06
yil062c	0.07	-0.05	0.35
yil061c	-0.15	-0.3	-0.26
yil059c	0.53	0.38	0.62
yil058w	0.68	0.29	0.57
yjr042w	0.46	0.28	0.91
yil056w	0.28	0.7	0.13
yil055c	-0.05	0.11	0.13
yil054w	-0.08	-0.14	0.15
yil053w	0.29	0.34	0.47
yil052c	0.15	0.1	-0.13
yil051c	-0.75	0.07	-0.73
yil050w	-0.58	-0.53	-0.73
yil049w	-0.08	0.2	-0.14
yil048w	-0.1	-0.15	-0.35
yil047c	-0.2	-0.76	-1.01
yjr043c	-0.21	-0.67	0.37
yil046w	-0.11	0.38	-0.43
yil045w	-0.6	0.08	-0.27
yil044c	-0.03	-0.41	-0.13
yil043c	-0.01	0.32	0.09
yil042c	0.28	0.73	-0.28
yil041w	-0.3	0.59	-0.03
yil040w	0.31	-0.17	-0.18
yil039w	0.09	0.01	0.15
yil038c	-0.34	NA	-0.21
yil037c	NA	2.41	0.44
yjr044c	0.21	0.54	0.88
yil036w	0.07	0	0.03
yil035c	-0.04	-0.42	-0.26
yil034c	0.59	0.65	0.47
yil168w	-0.09	-0.02	-0.43
yil033c	0.27	0.67	0.49
yil032c	0.09	-0.5	-0.3
yil031w	-0.15	1.05	-0.57
yil030c	0.23	-0.95	-0.11
yil029c	0.21	0.42	0.07
yjr045c	0.03	-0.48	0.06
yil028w	0.15	0.21	0.04
yil027c	-0.31	0.32	-0.28
yil026c	-0.28	NA	0.13
yil024c	-0.4	0.03	0.1
yil166c	-0.7	0.13	-0.51
yil023c	-0.34	-0.03	-0.56
yil022w	0.05	0.18	0.05
yil021w	-0.65	-0.56	-0.94
yil020c	-0.3	-0.33	-0.75
yjr046w	0.06	-0.1	-0.04
yil019w	-0.48	-0.89	-1.7
yil018w	0.18	0.09	-0.05
yil016w	0.35	0.16	0.44
yil015w	-0.18	0.14	-0.41
yil014w	0.4	0.06	0.16
yil013c	0.18	-0.2	-0.26
yil012w	0.27	0.09	0.21
yil011w	-0.28	-0.6	-0.44
yjr047c	0.14	0.03	0.26
yil010w	0.67	0.53	0.78
yil009w	-0.41	-0.97	-0.56
yil164c	-0.2	0.07	-0.41
yil008w	0.41	0.02	-0.04
yil007c	-0.06	0.05	-0.04
yil006w	-0.4	0.49	-0.32
yil005w	0.15	-0.09	0.07
yil004c	0	0.13	0.13
yjr048w	-0.65	-0.46	-0.48
yil003w	-0.24	0.7	-0.28
yil002c	-0.11	0.39	-0.08
yil001w	-0.77	-0.4	-1.19
yir001c	0.13	0.21	0.06
yir002c	-0.69	-1.29	-0.42
yir003w	-0.04	0.1	0.58
yir004w	0.29	0.07	0.08
yir005w	0.09	0.31	0.25
yir006c	-0.21	-0.19	-0.15
yil163c	-0.01	0.44	-0.23
yjr049c	0.19	0.09	0.01
yir007w	-0.33	-0.11	0.12
yir008c	0.07	0.03	0.47
yil162w	0.02	0.2	-0.08
yir009w	-0.31	0.24	-0.29
yir010w	-0.74	-0.73	-1.14
yir011c	-0.09	0.13	-0.76
yir012w	0.09	-0.58	-0.83
yir013c	-1.36	-0.78	-1.6
yir014w	-0.4	0.56	-0.36
yir015w	-0.41	0.17	-0.88
yjr050w	0.24	-0.23	-0.16
yir016w	-0.14	0.34	-0.22
yir017c	-0.3	1.18	-0.24
yir018w	-0.02	-0.16	-0.29
yir019c	-1.26	NA	NA
yir020c	0.04	0.49	-0.31
yil161w	0.01	-0.19	-0.35
yir021w	-0.04	-0.41	0.16
yir023w	-0.4	-0.59	-0.72
yjr051w	0.3	0.07	0.09
yil160c	-0.03	-0.5	0.13
yir024c	0.52	-0.15	0.15
yir025w	-0.01	-0.27	-0.6
yir026c	0.23	-0.84	-0.92
yir027c	-0.06	0.35	-0.04
yir028w	-0.1	-1.55	0.06
yir029w	-0.34	-0.24	-0.46
yir030c	-0.15	NA	0.03
yir031c	0.01	0.3	0.04
yir032c	-0.19	-0.44	0.16
yjr052w	0.15	-0.29	-0.07
yir033w	-0.29	-0.1	-0.83
yil159w	-0.05	-0.51	-0.21
yir034c	0.24	0.9	0.67
yir035c	-0.06	0.29	0.06
yir036c	0.08	-0.01	0.17
yir038c	0.67	1.02	1.03
yir039c	0.48	1.19	0.67
yir041w	-0.29	0.24	-0.3
yjl203w	-0.03	-0.34	-0.08
yir042c	0.09	-0.17	-0.19
yir043c	0	0.63	0.45
yil158w	-0.88	-1.18	-0.87
yil157c	0.06	-0.07	0.13
yil156w	0.04	0.21	0.27
yil155c	-0.22	0.6	0.87
yil154c	0.05	0.03	0.49
yil153w	0.09	-0.05	0.17
yjr053w	-0.91	-0.61	-0.49
yil152w	-0.04	-0.39	-0.12
yil151c	-1.55	0.17	-0.29
yil150c	-0.19	-0.41	-0.3
yil149c	-0.67	0.33	-0.66
yil148w	-0.19	0.17	-0.23
yil147c	-0.24	-0.08	-0.09
yil146c	-0.98	-0.09	-1.05
yil145c	-0.07	0.05	-0.36
yil144w	-0.87	-0.48	-0.5
yil143c	-0.15	-0.05	-0.28
yjr054w	0.67	-0.05	-0.16
yil142w	-0.46	-0.51	-0.41
yil141w	-0.78	0.15	0.26
yil139c	-0.29	0.42	-0.32
yil138c	-0.41	-0.06	-0.12
yil137c	-0.04	-0.4	0.21
yil136w	0	0.83	0.58
yjr055w	-0.21	-0.83	-1.18
yil135c	-0.19	-0.14	-0.23
yil134w	-0.33	-0.77	-0.15
yil133c	0.26	-0.27	0.31
yil132c	-0.75	-1.97	-0.07
yjl202c	-0.1	-0.05	-0.2
yjr056c	0.46	-0.01	-0.24
yjl201w	-0.9	-0.71	0.07
yjr058c	0.16	0.23	-0.11
yjr059w	-0.72	0.57	0.06
yjr060w	-0.89	-0.16	-0.33
yjr061w	-1.11	-0.14	-0.43
yjr062c	0.12	0.38	0.03
yjr063w	-0.29	-0.93	-1.37
yjr064w	0.08	-0.15	-0.3
yjr065c	0.32	0.38	0.66
yjr066w	-0.24	0.03	0.48
yjl200c	-0.05	-0.61	-0.35
yjr067c	0.05	-0.33	0
yjr068w	-0.11	-0.6	-0.21
yjr069c	-0.06	-0.54	-0.26
yjr070c	0.01	-1.19	-1.18
yjr071w	-0.14	-0.74	-0.91
yjr072c	-0.08	-0.82	-0.62
yjr073c	-0.01	0.63	0.81
yjr074w	0.09	0.03	0.39
yjr075w	-0.16	-0.14	-0.21
yjr076c	-0.26	-0.55	-0.29
yjr077c	-0.09	0.27	0.13
yjr078w	-0.19	-0.09	-0.02
yjr080c	0.1	0.23	0.26
yjr082c	-0.4	0.36	-0.6
yjr083c	-0.18	0.57	-0.89
yjr084w	-0.41	0.51	-0.77
yjr085c	0.02	-0.09	0
yjr086w	-0.08	0.3	-0.62
yjr088c	-0.45	-0.06	-0.58
yjr089w	-0.09	-0.54	-0.51
yjr090c	-0.09	-0.33	-0.16
yjr091c	0.04	-0.07	-0.11
yjl199c	0.44	0.43	0.37
yjr092w	-1.1	-1.32	-2.18
yjr093c	-0.16	-0.48	-0.48
yjr094c	-0.3	-0.17	-0.75
yjl198w	-0.05	-0.86	-0.74
yjr095w	0.05	-0.26	-0.36
yjr096w	0.18	0.24	0.45
yjr097w	0.1	-1.16	-0.68
yjr098c	0.53	0.28	0.34
yjr099w	0.1	-0.21	-0.02
yjr100c	0.18	0.24	NA
yjr101w	0.04	-0.28	0.04
yjr102c	-0.13	0.52	-0.05
yjr103w	0	-0.14	-0.16
yjr104c	-0.1	0.32	-0.02
yjr105w	0.13	-0.08	-0.08
yjr106w	-0.31	0.03	-0.29
yjr107w	-0.04	0.09	0.04
yjr108w	-0.65	0.3	-0.92
yjr109c	0.65	1.83	1.9
yjr110w	-0.43	-0.18	-0.72
yjr111c	0.09	-0.25	-0.36
yjr112w	-1.45	0.53	-1.38
yjr113c	-0.16	-0.09	0.07
yjl197w	0.1	-0.32	-0.11
yjr114w	-0.12	-0.15	0.16
yjr115w	-0.15	NA	0.02
yjr116w	-0.26	-0.27	-0.11
yjr117w	0.02	-0.15	0.34
yjr118c	-0.36	0.05	-0.03
yjr119c	-0.02	0.08	-0.15
yjr120w	-0.02	-0.03	0.17
yjr121w	0.18	-0.06	0.27
yjr122w	-0.27	-0.05	0.07
yjr123w	0.3	-0.11	-0.07
yjr124c	-0.22	-0.88	-0.72
yjr125c	-0.13	0.06	0.23
yjr126c	-0.24	0.06	-0.12
yjr127c	-0.37	-0.19	0.21
yjr128w	-0.61	-0.27	-1.12
yjr129c	-0.24	-1.26	-0.6
yjr130c	-0.33	0.03	NA
yjr131w	-0.02	-0.28	0.05
yjr132w	0.03	-0.37	-0.62
yjr133w	-0.04	-0.24	0
yjr134c	-0.49	-0.49	-0.64
yjr135c	-0.34	-1.14	-0.41
yjr136c	-0.85	-0.26	-1.33
yjl196c	-1.96	-1.36	-0.04
yjr137c	-0.05	-0.23	-0.11
yjr138w	-0.94	1.01	-0.31
yjr139c	0.27	0.1	0.22
yjr140c	-0.14	-0.09	-0.3
yjl195c	-1.83	-0.44	0.33
yjl194w	-2.03	-0.53	0.44
yjr141w	0.09	-0.81	-0.28
yjr142w	0.14	-0.19	0.17
yjr143c	-0.31	-0.74	-0.28
yjr144w	-0.42	-0.72	-0.13
yjr145c	0.37	0	0.14
yjr146w	-0.41	-0.64	-0.33
yjr148w	-0.35	-0.08	0.38
yjr149w	-0.79	-0.12	0.96
yjr150c	-0.22	0.16	-0.43
yjr151c	-0.23	-0.41	-0.55
yjl193w	-0.52	-0.52	-0.36
yjr152w	-1.76	-0.21	NA
yjr153w	NA	0.3	0.07
yjr154w	0.68	0.97	0.48
yjl192c	-0.21	-0.17	-0.3
yjr157w	-0.14	0.41	0.21
yjr159w	-0.08	-0.05	0.27
yjr160c	0.15	-2.02	0.56
yjl191w	-0.32	-0.31	-0.44
yjl190c	0.06	NA	-0.13
yjl189w	-0.23	0.18	-0.28
yjl188c	0.11	NA	-0.18
yjl187c	-1.02	-0.87	-0.18
yjl186w	-0.38	-0.08	-0.95
yjl185c	-0.34	-0.36	-0.22
yjl184w	-0.57	0	-0.65
yjl183w	-0.57	-0.9	-0.74
yjl182c	-0.91	0.14	-2.07
yjl181w	-1.36	-0.44	0.34
yjl180c	0.05	0.2	-0.04
yjl179w	0.02	-0.02	-0.22
yjl178c	0.09	0.41	-0.04
yjl177w	0.34	0.05	-0.09
yjl176c	-0.61	-0.1	-0.58
yjl175w	-0.53	-0.49	-0.09
yjl174w	-0.12	0.03	-0.04
yjl173c	-0.62	-0.59	-0.05
yjl172w	-0.39	-0.85	0.2
yjl171c	0.3	-0.07	0.41
ykl182w	-0.03	-0.23	-0.58
ykl181w	0.4	-0.09	-0.05
ykl180w	0.14	0.03	-0.18
ykl179c	0.1	0.4	-0.07
ykl178c	-1.72	-0.94	-0.39
ykl177w	0.26	-0.01	0.17
ykl176c	-0.02	-0.71	-0.43
ykl175w	0.3	-0.4	0.02
ykl174c	0.15	-0.52	-0.36
ykl173w	0.04	-0.42	0.03
ykl172w	0.06	-1.19	-0.94
ykl171w	-0.15	-0.5	0.18
ykl170w	0.2	0.09	0.14
ykl169c	0.22	0.28	0.27
ykl168c	-0.27	-0.08	-0.04
ykl167c	0.21	0.14	0.05
ykl166c	0.06	-0.54	-0.23
ykl165c	-0.47	-0.71	0.07
ykl164c	-1.32	0.14	-0.84
ykl163w	-0.33	0.85	0.19
ykl219w	0.27	0.12	0.86
ykl162c	-0.53	0.36	-1.16
ykl161c	0.54	0.1	0.21
ykl160w	-0.05	0.13	-0.16
ykl159c	0.23	-0.1	-0.15
ykl158w	-0.25	2.5	-0.2
ykl156w	-0.32	-0.17	-0.74
ykl155c	0.18	-0.05	-0.12
ykl154w	-0.59	-0.28	-1.02
ykl152c	0.64	0.35	0.61
ykl151c	0.07	0.12	0.45
ykl150w	0.04	0.85	0.7
ykl149c	-0.12	-0.62	-0.41
ykl148c	-0.18	0.4	0.78
ykl147c	-0.01	-0.28	-0.01
ykl146w	-0.43	-0.39	-0.13
ykl218c	0.86	1.53	1.38
ykl145w	0.19	0.21	0.1
ykl144c	-0.21	-0.77	-0.41
ykl143w	0.32	-1.21	-0.98
ykl142w	0.21	0.72	0.5
ykl141w	0.15	0.17	0.37
ykl140w	-0.32	0.07	-0.18
ykl139w	-0.1	0.36	-0.23
ykl138c	-0.07	0.19	0
ykl137w	0.13	0.35	0.14
ykl136w	-0.07	-0.22	-0.41
ykl135c	0.03	-0.23	-0.44
ykl134c	-0.27	NA	-2.43
ykl133c	0.17	0.4	0.09
ykl132c	-0.05	-0.05	-0.91
ykl131w	0.18	-0.04	-0.12
ykl130c	-0.47	-0.65	-0.94
ykl129c	0.16	-0.15	0.12
ykl128c	2.02	0.18	-0.56
ykl127w	1.12	0.76	0.91
ykl126w	-0.1	0.13	0.32
ykl125w	0.18	0.04	-0.16
ykl124w	-0.08	0.48	0.08
ykl122c	-0.17	0.05	-0.24
ykl121w	-0.06	NA	-0.1
ykl120w	0.18	-0.02	-0.37
ykl118w	-0.08	0.28	0.12
ykl117w	0.3	0.52	0.32
ykl217w	0.09	0.03	0.53
ykl115c	0.03	0.17	0.04
ykl114c	-0.05	0.03	0.03
ykl113c	-1.25	-0.51	0.39
ykl112w	-1.31	-0.51	-0.26
ykl111c	-0.7	-0.35	-0.07
ykl110c	-0.14	-0.6	-1.06
ykl109w	1.84	0.99	0.18
ykl108w	-0.97	-0.37	-0.13
ykl107w	0.66	0.56	0.27
ykl106w	-0.26	-0.28	-0.72
ykl105c	0.02	-0.27	-0.12
ykl104c	1.65	1.35	1.25
ykl103c	0.24	-0.33	0.24
ykl102c	1.07	0.56	0.63
ykl101w	-0.38	-0.6	-0.39
ykl216w	0.37	-0.28	-0.53
ykl100c	-0.16	0.27	0.07
ykl099c	-0.1	-1.27	-0.91
ykl098w	-0.04	0.1	0.07
ykl097c	-0.24	-0.16	-0.33
ykl096w-a	-0.16	-0.56	-0.38
ykl096w	-0.83	0.69	0.58
ykl095w	0.22	0.12	-0.21
ykl094w	-0.02	0.09	-0.3
ykl093w	0.05	0.2	-0.16
ykl092c	-0.15	-0.38	-0.34
ykl215c	-0.09	0.54	0.22
ykl091c	-0.28	0.9	0.4
ykl090w	-0.1	0.4	0.14
ykl089w	-0.72	-0.19	-0.13
ykl088w	-0.15	-0.43	-0.57
ykl087c	-0.38	-0.19	-0.52
ykl086w	-0.39	-0.46	-0.52
ykl085w	-0.31	0.16	0.13
ykl084w	-0.04	0.05	-0.4
ykl083w	NA	-0.16	NA
ykl082c	0.06	-1.01	-0.82
ykl081w	0.49	0.26	0.44
ykl080w	0.24	-0.05	0.07
ykl079w	-0.09	0.04	-0.49
ykl078w	0.18	-1.96	-1.58
ykl077w	0.22	0.29	0.4
ykl075c	-0.25	-0.32	-0.07
ykl074c	0.8	0.26	0.53
ykl073w	0.23	0.06	0.45
ykl072w	0.12	-0.57	-0.32
ykl071w	0.07	-0.18	-0.1
ykl070w	0	0.2	-0.28
ykl069w	-0.54	-0.22	-0.82
ykl068w	-0.03	-0.2	-0.43
ykl214c	-0.09	-0.09	-0.02
ykl065c	0.5	1.17	0.75
ykl064w	0.4	0.81	-0.01
ykl213c	-0.01	-0.07	0.22
ykl063c	-0.58	-0.07	-0.32
ykl062w	0.1	-0.08	-0.62
ykl061w	-1.07	-0.39	-0.85
ykl060c	0.47	0.41	0.2
ykl059c	-0.66	0.04	-0.71
ykl058w	-0.1	-0.38	-0.29
ykl057c	-0.34	-0.74	-0.46
ykl056c	0.32	0.2	0.14
ykl055c	-0.1	-0.87	-0.56
ykl054c	-0.01	-0.24	0.28
ykl053w	0.06	0.1	-0.23
ykl052c	-0.14	-0.48	0.1
ykl051w	0.69	1.06	0.23
ykl050c	-0.2	-0.72	0.15
ykl212w	0.24	0.1	0.03
ykl049c	-0.23	-0.01	-0.07
ykl048c	-0.15	-0.83	-0.23
ykl047w	-0.08	-0.16	-0.31
ykl222c	0.17	-0.35	-0.03
ykl046c	0.3	0.62	0.35
ykl045w	-1.5	-0.51	0.73
ykl044w	-0.09	1.29	-0.16
ykl043w	-0.5	1.84	-0.24
ykl042w	0.04	0.06	0.6
ykl041w	-0.5	1.53	-0.64
ykl040c	-0.07	0.05	-0.01
ykl039w	0.05	NA	0.57
ykl038w	-0.26	0.08	0
ykl211c	-0.17	-0.03	0.33
ykl037w	-0.62	0.17	NA
ykl036c	-0.25	0.84	0.7
ykl035w	-0.55	0.86	0.64
ykl034w	0.11	0.22	0.48
ykl033w	0.08	-0.34	-0.05
ykl032c	-0.26	-0.56	-0.34
ykl031w	-0.21	-1.07	-0.36
ykl029c	-0.26	-1.45	-1.14
ykl028w	-0.08	0.56	0
ykl027w	0.09	-0.68	-0.3
ykl026c	0.14	0.15	0.37
ykl025c	0.02	-0.64	-0.14
ykl210w	-0.33	-0.35	-0.56
ykl024c	-0.07	0.03	-0.11
ykl023w	-0.2	-0.59	-0.23
ykl022c	-0.04	-0.01	0.11
ykl021c	0.04	-0.59	-1.17
ykl020c	-0.36	-0.17	-0.45
ykl019w	-0.02	0.25	-0.28
ykl018w	0.23	-0.05	-0.21
ykl017c	-0.19	-0.34	NA
ykl016c	0.14	0.24	0.43
ykl015w	-0.35	-0.16	-1.55
ykl014c	0.01	-0.48	-0.58
ykl013c	0.07	0.03	-0.17
ykl012w	0.07	-0.08	0.07
ykl011c	-0.58	-0.28	-0.42
ykl010c	-0.04	NA	0.14
ykl209c	0.34	-0.19	-0.28
ykl009w	0.19	-1.41	-1.02
ykl008c	-0.59	-0.77	-0.56
ykl007w	0.19	-0.23	0.42
ykl006w	0.51	0.21	0.26
ykl005c	-0.14	-0.91	-0.64
ykl004w	-0.33	-1.24	-0.9
ykl003c	0.23	0.14	0.29
ykl002w	0.23	-0.07	0.34
ykl001c	0.5	0.25	0.58
ykr001c	-0.6	0.05	-0.2
ykr002w	0.25	1.25	0.14
ykr003w	-0.07	0.49	0.23
ykr004c	-0.27	NA	-0.69
